name,rating,price_level,distance_km,total_reviews
Rodriguezville Henderson Eatery,4.5,1,9.74,6
New Matthewport Fuller Diner,4.2,2,6.56,68
Sarahaven Marsh Café,4.2,1,6.24,29
Barbaraport Clark Diner,4.3,1,11.65,51
Lake Craig Marsh Kitchen,4.4,3,7.99,20
South Staceyfort Fisher Bistro,4.6,2,11.03,40
Cruzport Casey Bistro,4.1,2,3.1,46
North Elizabethburgh Warren House,3.8,3,1.58,102
Lake Amy Rodgers Bakery,4.0,1,11.23,41
Port Felicia Smith Grill,4.4,1,2.48,5
West Chad Sanders Bakery,4.5,4,11.52,45
East Tammy Saunders Kitchen,4.3,4,9.87,21
Port Jesse Cross Grill,4.7,2,8.63,16
Lake Rebecca King House,4.5,3,9.28,39
North Jonathanborough Foster Eatery,4.7,2,10.93,17
Davidmouth Sharp House,4.9,2,4.58,5
New Jefferyhaven Freeman Café,4.6,2,6.24,38
North Matthew Sanchez Tapas,3.9,1,2.45,59
Jonathanside Davenport Bakery,3.1,1,5.26,20
North Sarah House Bar,3.4,4,8.97,10
Elliottmouth Garcia Bakery,4.9,1,9.96,29
West Erica Good House,4.4,1,8.07,110
Aprilhaven Wiley Kitchen,4.1,1,4.26,22
Lake Edwardton Green Bistro,3.9,1,12.76,119
West Sean Hall House,4.5,2,11.46,23
East Wendy Lewis House,4.5,3,12.19,14
Ricardofort Shepherd Tapas,3.7,2,10.46,24
South Leslie Smith Eatery,4.1,1,11.6,55
Carpenterland Reed Tapas,4.7,2,11.58,139
Wilsonburgh Franklin Eatery,4.8,3,4.62,314
Douglasstad Marshall Lounge,4.8,3,4.68,21
Cathychester Johnson Diner,4.3,2,10.97,7
Lake Robertville Roberts Eatery,3.5,1,9.5,79
Lake Vanessaport Hoover Kitchen,4.5,0,11.37,9
Christinaport Conner Bar,4.6,2,6.06,50
Justinport Chavez Bistro,4.5,2,12.37,9
South Richardstad Young Bar,4.4,1,12.5,89
Anthonyside Henson House,4.6,3,6.6,61
West Jeffrey Stanley Diner,4.2,2,7.11,78
Simmonsport Cruz Bakery,4.1,2,9.94,121
Fitzpatrickport Pruitt Bistro,3.8,1,12.24,25
Elliottside Farrell Bistro,4.0,3,0.55,5
Amyland Rodgers Diner,4.0,3,10.85,205
South Hannah Brown Bar,4.1,3,7.03,40
East Michael Lewis Bar,3.5,2,9.41,88
South Charlene Lee Diner,4.3,2,5.7,160
Glasston Scott House,4.7,1,11.5,14
New Melissa Kelly Eatery,4.4,1,5.31,5
Colemanland Randolph Eatery,3.7,2,13.93,145
Garzafurt Mata Tapas,3.6,2,9.42,31
Michellemouth Johnston House,3.7,1,10.03,6
Miguelchester Webb Eatery,4.6,1,11.55,16
Campbellport Fuentes Café,3.6,2,6.62,74
Sydneyfurt Spence Grill,4.8,2,7.64,36
Riceshire Gutierrez Diner,4.3,2,12.33,10
Peckshire Hayes Café,4.3,2,7.56,112
Jasonhaven Ingram Lounge,3.7,3,13.6,19
Michaelbury Barnett Bar,3.8,2,8.44,49
South Gloria Bradford Bar,4.5,1,6.07,16
New Abigail Oliver Café,4.0,2,9.3,71
Jenniferborough Powell Eatery,3.8,1,8.31,10
Lake Stephanie Harrison Bar,4.4,4,1.51,70
Alanfort Santiago Bistro,4.7,2,8.58,45
Marieton Cardenas House,3.2,2,11.58,5
West Janethaven Howard Grill,4.3,1,8.51,18
South Christinaton Anderson Grill,4.6,1,3.07,617
Port Kennethberg Barajas Diner,4.7,2,7.13,63
Ronaldbury Riley Tapas,3.7,2,9.85,21
Thomasport Martinez Lounge,3.6,3,8.98,76
Lake Timothy Anderson Lounge,4.0,2,9.36,18
Lake Becky Mclean Grill,4.9,1,5.58,5
South Shawnmouth Williams Diner,4.3,2,7.82,22
Wyattborough Quinn Eatery,3.7,2,8.38,43
Zacharyville Duncan Lounge,4.5,2,7.19,16
Josechester Martin Café,4.9,1,9.33,32
East Kristinastad Nicholson Tapas,3.6,0,10.26,5
North Deborah Morrison Eatery,4.9,0,11.2,17
West Jamesside Vazquez Grill,4.7,1,4.59,42
South Christopherchester Oliver Café,4.7,1,5.61,52
Drakemouth Evans Lounge,4.3,3,9.04,501
Martinezhaven Harrington Diner,3.1,1,6.67,31
South Matthew Reid Lounge,4.5,3,6.25,13
New Seanhaven Price House,4.3,1,10.0,47
Leachfort Walker Diner,4.2,1,4.01,10
Lake Sarah Branch Diner,4.8,4,6.95,153
Port Zacharyborough Kane Kitchen,4.3,1,10.5,46
New Justin Martin Lounge,4.1,2,5.67,10
East Randyview Valentine Lounge,4.4,1,4.57,10
East Kristenmouth Jones Lounge,4.6,3,4.81,24
Lake Ralph Buchanan Café,4.0,2,9.14,32
South Donnafort Lee Bar,4.2,2,8.45,25
Port Patricia Taylor Bistro,4.0,1,7.62,32
North Jacobchester Mcintyre Diner,4.0,3,2.49,479
Davismouth Hicks Bakery,4.6,1,8.15,12
Port Michaelfurt Cruz Diner,4.6,3,7.19,12
Lake Deborah Mason Tapas,4.8,2,9.91,16
Clarkborough Vargas Grill,4.6,3,11.85,65
Markview Nunez Lounge,4.3,3,12.45,7
Jonesburgh Meyer Bistro,3.9,2,12.36,17
South Veronicaburgh Hernandez Diner,3.6,2,5.46,54
Johnfurt Arellano Eatery,4.3,2,9.98,172
Port Matthewview Jordan Eatery,4.7,1,7.69,5
Oscarstad Martinez House,4.3,3,5.21,29
Bradfordfort Reed Diner,4.2,0,4.14,106
Lake Arthurfort Rodriguez Bakery,4.7,3,7.83,47
Robinchester Wilkins Lounge,4.3,2,11.27,121
Shannonmouth Wilson Grill,3.8,2,10.34,5
Angelafurt Calderon Bistro,4.4,4,7.18,30
Camposberg Rivers Tapas,4.9,2,6.77,96
North Kristy Moreno Eatery,3.5,2,12.34,9
Annaville Williams Grill,4.4,2,10.26,130
Lynchberg Hunt Eatery,4.4,4,4.24,87
Lake Danielmouth Williams Kitchen,4.6,2,10.1,9
East Mollyshire Martinez Bar,3.6,2,10.15,29
Port Amanda James Grill,3.9,2,5.75,74
South Tylerport Sanford House,4.2,0,11.55,58
Tylerhaven Jackson Tapas,4.9,1,5.81,86
Port Robinville Hanson Café,4.2,4,6.88,5
South Emily Mitchell Kitchen,4.3,1,8.29,13
West Linda Medina Bakery,3.0,2,5.87,14
Joshuatown Lewis Kitchen,4.8,1,8.05,26
Lake Karenburgh Anderson House,4.0,1,11.45,16
Wagnertown Lee Bistro,4.0,2,11.71,74
Williamchester Thomas Grill,4.4,0,8.99,44
Patricialand Butler Bistro,4.5,3,4.87,41
East Tracy Wagner Bar,4.5,1,6.84,15
East Michaelbury Burns Bar,3.7,2,4.14,42
New Amanda Park Tapas,4.4,2,4.79,26
Savannahland Neal Bakery,4.7,1,7.56,56
Lake Travisland Little Eatery,4.1,1,4.16,14
Careyton Smith Café,4.2,2,4.43,29
North Annette Mendoza Café,4.7,2,9.98,109
Marioside Collier House,4.4,2,3.66,16
North Anthony Cole Tapas,4.8,1,5.51,195
Hensonbury Gonzales Bistro,4.1,1,4.41,279
Harryview Rodriguez Bakery,4.6,1,11.94,155
New Matthewmouth Castillo Bakery,3.9,1,11.71,5
South George Stokes Grill,4.3,3,11.28,14
Michaelview Myers Lounge,4.2,1,6.88,55
Fordmouth Dunn Bistro,4.4,1,8.67,68
East Lorrainefurt Woods Bistro,4.9,2,7.14,35
Lake Briannachester Douglas Lounge,4.5,3,7.73,104
Lake Melissamouth Ramos Lounge,4.6,4,13.07,94
Fisherborough Martinez Diner,4.7,2,10.13,34
Mckenziefort Cochran Bakery,4.7,3,9.07,15
New Kimberlymouth Garcia Lounge,4.3,3,3.72,5
Jasmineview Turner Grill,4.3,2,11.55,14
Nancystad Meyer Bakery,4.7,1,4.39,108
Lake Vanessaton Lucas Café,4.6,1,12.63,27
Jeffreyhaven Yoder Diner,4.5,3,11.75,64
Lake Hannah Dunn Eatery,4.4,1,11.33,22
Rebeccaview Hendrix Bar,4.3,1,8.09,7
New Bryanland Anderson Café,3.6,2,11.42,19
Port Shaun Brown Bakery,4.3,1,10.24,7
Bennettshire Manning House,4.7,3,9.58,347
Lake Cathyland Sloan Grill,4.5,2,7.92,5
East Kayla Marquez Grill,4.6,4,9.01,18
Phillipmouth Walker Lounge,4.8,2,6.4,20
South Garymouth Williams Kitchen,4.4,2,7.19,16
West Thomasview Harper Grill,3.5,3,13.06,15
Tommyside Morgan Bakery,4.7,4,9.77,37
Ashleyburgh Erickson Kitchen,4.8,1,8.43,13
East Christopherton Craig Kitchen,4.4,2,10.74,7
Alanmouth Manning Eatery,4.1,1,3.23,87
Port Jonathan Adams Grill,3.8,2,9.13,170
Port Tylermouth Ferguson Eatery,4.2,3,12.69,63
Rogerbury Gross Café,4.4,2,11.59,9
South Davidtown Cole Eatery,3.6,1,10.11,38
Bernardton Jones Bakery,4.1,1,8.74,261
South Ronald Powell Diner,3.9,4,12.19,24
Amandaberg Collins House,4.3,3,10.35,54
New Tonyberg Madden Bistro,4.6,3,9.29,42
Dustinside Sutton Bistro,4.2,1,11.74,191
Scottshire Russo Diner,4.3,2,5.3,45
New Teresa Morrison House,4.1,2,6.8,20
Millerberg Gonzalez Grill,4.6,2,1.26,18
Brianmouth Fuller Bar,4.2,4,10.85,40
Jamesland Alexander Diner,3.8,2,9.43,32
South John Hodges Tapas,4.4,3,11.42,9
Lake Danielle Wood Café,4.4,2,9.86,34
Michaelfort Davis Grill,4.6,2,7.18,73
New Rhonda Mitchell Grill,4.2,2,2.82,37
Mitchellmouth Carter Lounge,4.1,2,10.15,18
East Michaelstad Duarte Bar,3.4,2,7.7,5
Byrdville Richard Tapas,4.2,3,10.9,15
North Sharonport Small Lounge,4.1,2,8.49,5
Brandonberg Sawyer Kitchen,4.5,1,9.5,39
Goodmanfurt Sanders Grill,3.9,3,10.21,38
New Richard Roberts Bakery,4.6,2,5.26,308
Laceyport Merritt Eatery,4.7,4,7.45,75
Jamesport Jackson Lounge,4.4,2,5.97,22
New Tinamouth Boyle Lounge,4.6,4,8.77,115
Williamsmouth Williamson Diner,4.2,2,6.89,9
Melissamouth Morgan Lounge,4.5,3,10.02,54
East Melanietown Fisher Bistro,4.1,2,5.6,176
Bobbystad Nolan Bistro,3.9,3,4.61,6
Lake Sherri Molina Bistro,4.7,3,9.5,8
East Johnberg Porter Tapas,4.5,2,4.07,22
West Kenneth Gross Grill,4.9,3,3.0,31
Fitzgeraldport Beck Bakery,4.7,3,5.58,26
Mccoyton Chapman Bar,3.3,2,8.09,19
Kellyville Franklin Bakery,3.5,2,4.61,88
Stephaniefurt Wolfe Tapas,4.5,1,8.72,21
Lake Michelleview Cisneros Eatery,4.4,2,11.33,110
Amandashire Hoffman Grill,4.3,0,4.91,5
Port John Williams House,4.8,1,6.7,5
Kingville Garcia House,4.7,2,8.08,11
West Randy Saunders Bistro,4.2,3,7.38,9
South Jacobstad Ponce Bakery,3.9,1,9.99,610
Port Andreastad Clark Eatery,4.8,1,7.76,134
West Gloria Elliott House,3.8,1,12.66,144
Taylorberg Malone House,4.8,2,5.2,33
East Dannyland Stafford Diner,4.1,2,12.03,74
East Richard West Tapas,4.5,1,6.83,8
Karenhaven Obrien Lounge,3.5,2,9.37,52
Martinezberg Carter Bar,4.2,1,8.63,5
East Jamiestad Jenkins Eatery,4.7,1,12.45,55
Montesmouth Flowers Bistro,3.3,2,10.14,144
East Jameston Dennis Diner,4.1,2,8.16,140
Martinezburgh Mcneil Bar,4.6,0,9.37,5
Obrienview Willis Bakery,4.9,4,3.64,17
South Lisa Stephens Bakery,4.2,2,9.04,25
Lisafurt Gamble Eatery,4.7,3,12.05,61
Kennethmouth Thomas Eatery,3.8,2,10.41,46
Douglaschester Bates Lounge,4.1,1,9.82,182
North Davidbury Sanchez Lounge,4.7,2,9.1,46
West Sharonfort Bowman Bistro,4.3,1,7.6,31
Port David Howard Bakery,4.6,4,7.9,16
South Kevinberg Lopez House,4.9,3,13.41,10
Johnside Murphy House,4.8,2,8.05,13
South Lisamouth Casey Diner,4.4,1,7.47,17
North Tanya Vance Diner,3.6,3,2.36,175
Loriberg Rice Eatery,4.7,0,1.68,14
Port Christine Rush Bar,4.5,3,10.26,133
Cynthiamouth Perez Eatery,4.8,3,7.95,22
South Monicatown Anderson House,4.6,1,6.01,120
West Patricia Campbell Grill,4.0,2,5.73,85
Coreyfurt Potter Lounge,4.9,1,5.75,28
Gardnerside Smith Lounge,3.5,2,4.19,68
South Dan Johnson Eatery,4.2,1,7.76,64
West Cherylhaven Perry Bistro,4.5,0,11.78,151
Amymouth Lee Eatery,4.5,4,9.26,6
East Amandastad Peterson Eatery,4.3,1,8.62,30
Port Charles Landry Lounge,4.0,1,10.38,26
West Elizabeth Pham Eatery,4.5,3,5.75,45
Calebland Nixon Bar,4.2,2,7.12,39
Armstrongland Crane Café,4.4,2,8.66,16
Lake Tony White Diner,4.6,4,7.45,71
Duffyburgh Riggs House,4.2,2,2.52,324
Johnsonfort Dennis Bakery,3.9,3,10.15,68
Kyleport Brown House,4.8,1,12.61,5
Blackburnstad Cortez Café,4.7,1,8.53,31
Haleyville Gibson Bistro,3.9,0,7.97,23
Barreramouth Davis Tapas,4.2,1,8.85,19
West Maryborough Barker Bar,4.1,1,5.63,28
Austinstad Black Bar,4.2,2,11.94,112
Williamsshire Johnson Diner,4.3,2,8.48,49
South Jennifer Stephens Lounge,4.8,2,12.37,32
East Deannaberg Williams Café,4.4,1,2.39,5
Port Bethview Byrd Café,4.1,2,7.57,27
New Audrey Perez Diner,4.1,0,7.77,84
Simmonsview Wagner Eatery,4.6,1,11.55,32
West Christopherburgh Monroe Bakery,4.5,1,9.75,29
New Williammouth Lindsey Grill,4.2,2,6.84,8
North Johnberg Yang Tapas,4.4,2,11.57,15
Petersonton Patton Diner,4.5,1,9.51,95
New Allen Hill Bistro,4.5,4,7.39,307
Bridgeston Burke Tapas,4.3,2,12.52,21
New Amanda Barker Tapas,4.6,3,4.73,38
South Zacharytown Roach Kitchen,4.3,2,7.9,30
Contrerasshire Tran Diner,4.2,3,1.7,14
Port Rogerchester Lindsey Bakery,4.5,2,9.21,18
Chadborough Sawyer Café,4.2,2,3.34,21
East Helentown Brown Lounge,4.7,1,1.1,9
West Felicia Richards Diner,4.5,1,8.76,44
Manuelport Clark Diner,4.3,3,10.17,19
Feliciaview Johnston Bakery,4.2,3,3.32,38
Contrerasport Evans Kitchen,4.8,2,10.87,24
Kyleville Mills Café,4.9,2,4.3,38
Parrishshire Martin Eatery,3.8,4,5.01,43
Eatonview Vargas Eatery,4.1,0,11.89,209
Lauraview Gray Eatery,4.7,1,5.51,10
Benitezville Evans Tapas,4.5,4,9.98,5
Coopermouth Richards Bar,4.8,1,9.6,172
Port David Morris Diner,4.2,3,7.81,39
South Cherylshire Campos Kitchen,4.5,2,6.14,6
Berrytown Jenkins Lounge,4.1,1,10.02,70
Jamesshire Clark Grill,3.9,3,10.23,35
New Karen Vasquez Bar,4.5,2,9.79,41
Port Joshua Gilbert Café,4.7,1,7.9,34
Mcleanmouth Carpenter House,4.0,1,10.31,5
New Mark Meadows Bistro,2.8,1,4.22,12
Mcdonaldton Mitchell Tapas,3.4,1,9.74,31
Adamsburgh Gutierrez Café,4.6,0,11.48,27
Saundersmouth Thompson Bar,4.8,1,9.88,7
South Austin Meyers Bistro,3.9,1,12.73,10
Jonathantown Ryan Lounge,4.4,3,9.25,10
Gardnerburgh Riley Bar,3.8,1,9.21,46
Lake Robertmouth Callahan Eatery,4.6,1,10.45,141
East Allison Smith Bistro,4.6,1,3.17,8
Hurleyshire Shannon Lounge,4.3,1,8.45,24
Barbaraville Martin Tapas,4.0,3,4.31,233
Robbinsview Banks Café,4.1,1,6.01,30
Brianbury Hunter Tapas,4.3,4,8.71,5
West Jesse Nguyen Bar,4.4,2,9.29,15
North Megan Ray House,4.6,3,10.43,35
New Patrick Taylor Kitchen,4.9,3,10.45,14
West Georgeview Combs Bar,4.1,1,8.26,14
North Kevinstad Costa Kitchen,3.1,2,7.66,6
Angelaborough Gregory House,4.3,2,10.74,5
Aliciaview Chen Lounge,3.7,2,8.49,103
Brandontown Brown Café,4.3,1,9.89,81
Davidville Bennett Diner,4.1,1,7.06,30
West Kimberly Smith Lounge,4.3,2,10.15,13
Dominicchester Webster Bakery,4.1,3,4.27,11
Rhondaborough Meyer Bar,4.6,3,10.88,125
West Ashlee Hughes Tapas,4.5,2,9.26,22
Port Timothy Wells Tapas,4.6,3,10.56,312
South Annette Walker Eatery,3.3,2,3.28,71
Port Bryanchester Warner Diner,3.8,0,2.14,21
East Travis Gomez Tapas,4.9,2,4.92,74
Martinezfort Holmes Bakery,4.3,2,7.45,15
Simmonsmouth Collins Diner,4.6,2,10.15,5
Ericbury Jimenez Bar,3.7,1,9.71,9
Jenniferhaven Garcia Bistro,4.3,4,6.78,80
Port Danatown King Café,4.8,2,6.61,15
Danielborough Johnson House,3.8,3,3.83,23
Rogersville Mcdonald Diner,4.2,3,6.27,196
Brownville Saunders House,4.5,1,9.37,18
Andrewbury Barrera Eatery,4.7,2,5.75,7
Deborahport Moyer Lounge,4.7,0,7.68,9
Elaineview Arnold House,4.8,2,8.58,134
New Nicolemouth Brown Diner,4.7,2,8.94,107
Schroedertown Scott Tapas,4.1,2,9.2,10
South Nicholas Fowler Tapas,4.4,1,11.27,13
New Danielshire Lynch Bistro,4.2,2,8.58,401
Morseburgh Moore Lounge,4.5,2,10.93,5
Drakeberg Smith House,3.2,2,5.6,5
South Craigshire Woods Café,4.9,1,9.44,12
East Keith Hanson Café,4.6,1,9.43,13
North Harryborough Garza Bakery,4.3,1,7.85,8
Port Brian Mendoza Lounge,4.7,2,6.03,46
Millershire Harrison Kitchen,4.2,3,12.56,5
Leshire Adams Kitchen,4.8,2,8.85,17
Port Roberto Walker Eatery,4.2,2,1.22,47
Ronaldberg Wallace Tapas,4.4,2,8.77,73
Harrisport Wood Kitchen,4.5,4,10.41,6
Maxwellview Walker Tapas,2.9,3,7.74,103
North Jennaview Wilcox Bistro,3.6,2,7.08,13
West Thomas Madden Lounge,4.1,1,4.89,80
South Christopher Smith Eatery,3.2,4,6.23,50
East Timothyburgh Taylor Café,4.5,1,10.31,23
West Breannamouth Jacobson Bakery,4.2,1,5.73,85
West Christopher Smith Eatery,4.4,1,8.82,124
Port William Ray House,3.9,2,9.84,32
Port Jasonside Cole Bistro,3.7,0,13.77,649
Port Veronicamouth Davidson Bistro,4.5,2,11.19,24
East Ruth Henderson Café,4.8,2,3.53,92
Adrianberg Thompson Diner,4.1,1,11.28,5
South Andrea Olsen Bistro,4.7,1,7.5,17
New Johnburgh Morris House,4.6,2,7.16,89
Lauraburgh Robinson House,4.7,0,0.41,23
Port Johnstad Wilson Kitchen,3.8,3,7.35,41
Riveraborough Taylor Tapas,4.9,1,3.26,18
Bellville Thompson House,3.3,2,10.69,15
East Larry Powell Diner,4.5,2,11.87,40
Port Christinaborough Boyer Lounge,3.8,1,11.81,16
Dominguezton Watson Diner,4.6,2,9.28,69
East Mariachester Roberts Lounge,4.6,2,6.85,40
North Olivia Martin Bistro,4.4,2,9.14,54
Scottberg Potter Bakery,3.8,3,9.91,5
North Jessicaland Turner Eatery,4.6,3,9.08,15
West Jerryfort Hoffman Bar,3.7,1,4.69,113
Josephside Hogan Diner,4.4,1,7.57,21
Lake Jimmy White Lounge,4.6,2,10.5,203
Camerontown Tate Diner,4.0,2,9.83,43
Williamsbury Payne Diner,4.2,2,3.19,31
East Isaacville Pena Bar,4.7,2,13.18,57
West Emilyshire Conway Café,4.1,3,6.38,8
Lake Elizabeth Horne Eatery,4.2,1,10.08,83
Torresborough Kline Diner,4.3,3,8.03,5
Kelliebury Hays Eatery,4.7,2,11.75,19
North Christopher Franklin Tapas,4.5,3,11.66,128
West Gary Lewis Bakery,4.2,2,12.48,26
Shannonside Winters Kitchen,4.5,1,12.66,50
East Mariobury Hernandez Diner,4.7,2,8.35,15
East Anne Harris Kitchen,4.7,4,1.76,7
North Lisaland Williams House,4.2,1,6.46,9
Whiteheadtown Stewart Diner,4.3,1,12.53,7
West Royfort Wright Bakery,4.3,1,9.84,79
East Amberview Brown Café,4.8,1,6.5,63
North Christine Lopez Diner,4.2,2,4.12,5
North Mercedesstad Perry Tapas,4.9,2,9.52,53
Wardmouth Elliott House,4.6,1,0.44,55
Craigfurt Rios Café,4.5,1,13.12,55
East Christine Gonzalez Lounge,4.7,2,9.86,13
Lake Melinda Benton Diner,4.4,3,7.98,26
South Dylanport Thompson House,4.5,0,13.16,21
Timothyside Vasquez Café,4.1,2,5.58,9
North Isaac Wilson Lounge,4.4,2,5.46,23
Port Amanda Willis Diner,4.6,3,4.71,14
Willieside Young Bistro,4.7,1,9.52,27
Bonillamouth Warren Bakery,2.9,1,5.74,5
Knightton Briggs Diner,4.3,2,10.65,16
West Marcus Stanley Tapas,3.8,4,7.86,18
North Elizabeth Miller Lounge,4.7,2,9.89,96
North Lori Foster Café,4.3,2,5.83,51
Haleyview Ray Tapas,4.7,2,4.49,22
Robertburgh Stokes Eatery,3.9,1,8.14,59
Andersonburgh Humphrey House,3.7,2,8.65,19
Careyfort Fuller Café,4.6,2,4.96,68
Davistown Ward Bakery,4.9,4,8.28,24
North Kevinton Bailey Kitchen,4.6,2,8.18,48
Wesleyfurt Martinez Bakery,4.8,3,9.61,85
Lake Monique Chang Bistro,4.5,4,9.13,20
West Alexisside Smith Bakery,4.5,4,7.26,17
West Douglas Carson Eatery,4.3,3,4.27,76
Garciachester Hughes Lounge,3.9,1,7.82,9
Watsonstad Mcintosh Bistro,4.5,1,8.55,31
West Suzanne Santiago Kitchen,4.2,2,11.76,25
Stacyville Johnson Café,4.7,2,3.55,114
East John Jackson Diner,3.6,1,6.12,223
East Brenda Perez Lounge,5.0,1,4.59,43
New Meganchester Green Kitchen,4.3,1,7.28,37
Lake Patrickburgh Daniels Kitchen,4.2,1,10.65,194
Barrettchester Quinn Diner,4.4,3,4.55,29
Lake Holly Garrett Kitchen,3.9,2,3.18,58
Hernandezburgh Steele Kitchen,4.7,2,7.69,8
West Ronaldfurt Becker Bistro,3.9,3,1.52,7
East Jeffreyhaven Love Bistro,3.6,2,11.59,29
West Jenny Flores Café,4.9,2,2.55,47
Destinyfurt Gardner Bakery,4.9,2,4.9,99
Elizabethshire Blair Café,4.2,2,9.33,20
North Daniel Martin Diner,3.9,2,0.45,10
Lake Keith Lane Tapas,4.4,1,7.25,76
South Tracystad Williams Grill,4.8,1,6.91,32
North Leah Castillo Lounge,4.0,1,8.53,111
Whiteland Powers Café,3.9,0,9.05,70
East Brendaberg Anderson Bakery,4.4,2,8.0,51
Wongbury Houston Café,3.0,1,9.99,34
Morrisberg Pham Eatery,4.7,2,12.13,20
Hughesside James Lounge,4.4,3,9.98,23
Beckychester Fuentes Diner,4.0,1,3.49,72
Fieldschester Fowler Bistro,4.1,2,8.29,18
South Sara Oconnor Lounge,4.1,1,3.14,8
Jacksonton Martinez Bakery,4.4,1,11.47,14
Richardsonmouth Boyer Bakery,3.5,1,6.68,8
Amandafurt Shannon Bistro,4.9,2,8.44,102
Port Jessica Donovan Bar,3.6,2,10.71,77
South Amandafort Griffith Bistro,4.7,4,8.14,199
Lake Joshuaport Allen Tapas,3.3,1,11.41,109
Alexandraport Boyd Lounge,4.5,4,6.91,85
Laurieville Gomez Lounge,4.7,3,9.14,18
Jasonport Williams Bistro,4.2,2,9.31,18
Bowmanview Gordon Lounge,4.0,3,12.47,11
Port Nathan Gay Lounge,4.8,4,11.1,95
Hansenburgh Sanchez Tapas,4.7,2,6.64,99
Port Karenshire Martin Tapas,4.5,2,10.3,82
Thomaschester Smith Tapas,4.4,1,12.54,10
New Henrybury Duncan Bakery,4.5,2,3.47,13
Lake Fernandochester Lopez Bar,4.5,4,10.12,75
North Nicholas Dixon Kitchen,4.7,2,5.72,223
Ambermouth Martin Tapas,4.9,3,4.66,42
Port Rachel Crawford Café,3.7,1,9.35,141
Andrewview Moore Bakery,4.4,2,7.51,8
Harrismouth Hoffman Café,4.1,2,10.08,12
West Joelmouth Washington Kitchen,3.9,3,4.32,5
North Brandon Moore Kitchen,4.6,1,6.81,38
Garciahaven Meyers House,4.3,1,7.49,10
Lake John Oneill Bakery,4.5,2,10.98,30
Susanberg Church Tapas,4.5,3,9.23,11
New Matthew Mitchell Grill,4.6,1,11.53,286
West Jonathanberg King Grill,3.5,2,7.99,139
South Michaelfurt Wilson Lounge,4.6,2,9.52,16
West Monique Garza Kitchen,4.3,2,8.66,10
North Lisatown Wilson House,4.3,1,12.34,90
Sanchezfurt Crawford House,3.3,3,6.09,31
South Henrystad Murphy Café,4.1,3,3.8,81
Port Cynthia Clarke Café,3.8,3,3.83,117
North Thomas Thomas Tapas,4.5,1,1.34,73
Joneshaven Clark Lounge,4.5,2,3.22,5
Port Duanechester Lynch Lounge,4.7,2,3.55,27
West Scott Bradley Diner,4.3,1,8.1,62
New Alan Lopez Diner,4.5,2,9.67,11
Sharpchester Black Bakery,4.8,3,8.55,26
Lisaland Mason Bar,4.4,1,13.48,39
South Amanda Peterson Diner,3.8,2,12.33,54
Tanyaside Smith Eatery,4.8,2,12.41,21
West Stevehaven Diaz Bakery,3.8,1,4.81,16
South Christina Webb Kitchen,4.4,3,11.04,11
Lake Douglas Young Diner,3.8,1,1.73,66
Christopherchester Hobbs Bakery,4.8,3,10.25,39
Burtonview Wall Bar,4.8,3,4.94,9
Emilyhaven Hart Kitchen,4.6,1,2.83,130
Smithburgh Garcia Lounge,4.6,1,7.7,18
Lake Ryanton Weber Tapas,4.8,0,10.02,6
Danielhaven Monroe Diner,4.7,1,9.08,62
Robertfort Johnson Kitchen,4.2,1,3.0,13
South Michealland Spencer Café,4.1,2,6.76,6
New Jessica Wright Grill,4.6,2,10.54,125
Jacquelinemouth King Grill,4.8,2,10.06,160
North Frank Willis House,3.5,2,10.97,90
South Diana Roman Kitchen,4.4,1,10.84,568
Port Georgefurt Rush Diner,4.5,1,2.7,41
Maryside Hampton Bakery,4.8,1,3.62,81
Kingberg Grant Grill,4.4,1,1.0,12
Aguilarhaven Lewis Kitchen,4.7,2,8.79,94
West Kevinview Rogers Bar,4.0,2,2.99,290
Brownside Johnson Bar,4.2,2,12.15,166
South Daniel Bullock Bakery,4.3,2,8.76,12
South Jeremyshire Adams Lounge,3.9,2,10.84,78
Stevensshire Figueroa Bistro,4.8,4,2.05,45
South John Lara Café,4.8,4,11.62,8
Austinhaven Wright Eatery,3.8,1,2.55,101
East Bettychester White Café,3.9,1,4.98,49
Mariastad Rogers Bakery,3.3,2,5.96,28
North Edgar Patterson Tapas,4.9,1,5.14,76
North Ricardoshire Cole Kitchen,4.2,1,9.3,7
Lake Victorland Thomas Lounge,4.5,3,10.68,761
North Davidmouth Garcia Eatery,3.7,0,3.25,124
Marshport Baker Bakery,3.8,1,7.32,79
North Jenniferbury Bell Diner,4.5,2,4.84,13
Willisstad Floyd Bakery,4.8,1,8.18,111
Port Ericside Ingram Lounge,4.2,1,7.26,5
Dannychester Tyler Bar,4.6,1,5.28,107
South Kerri Miller Bar,3.9,0,3.55,29
Williamshire Weaver Lounge,4.7,2,8.62,13
Annafurt Ramos Grill,3.9,1,3.85,46
Lake Jason Becker Café,4.6,3,4.41,5
North Teresaville Underwood Bistro,3.7,2,4.7,83
Annehaven Brown House,4.5,2,9.82,58
Tiffanyborough Reyes Lounge,3.9,1,5.7,27
Morganstad Baldwin Bar,4.7,1,3.07,186
Curtisville King Lounge,4.6,1,6.36,70
Markmouth Martin Diner,4.0,2,5.02,38
North Ethan Martinez Kitchen,4.7,3,4.56,108
Taylorborough Harris Café,4.6,2,9.89,5
Port Aprilberg Davis Grill,2.8,2,8.67,5
South Charles Clark Lounge,4.2,1,8.84,7
